rmse_all_observed,mae_all_observed,psnr,rmse_corrupted_entries,rmse_clean_entries,seed
0.7005457174200159,0.45856576204004296,15.132470176868118,1.3189524170540943,0.4267689761859786,0
0.7070842281004908,0.45946978013421036,15.051776823026376,1.3231771249703739,0.4321160017557633,1
0.7011309689138915,0.4566876921229269,15.125216820610877,1.3105513202360486,0.4290429505281117,2
0.7053224536321543,0.4558684354072167,15.073445633764065,1.316581128451285,0.4325881779151035,3
0.6996304813781621,0.4507517009514595,15.143825376865598,1.312776882341237,0.4268390042086236,4
