metric,mean,std
rmse_all_observed,0.7027427698889429,0.0032639818215769293
mae_all_observed,0.4562686741311713,0.003402074833208556
psnr,15.105346966227007,0.04030670852797821
rmse_corrupted_entries,1.3164077746106078,0.004995267698672576
rmse_clean_entries,0.42947102211871613,0.00278946201478438
seed,2.0,1.5811388300841898
