metric,mean,std
rmse_all_observed,0.5470030103635188,0.0030051410700638916
mae_all_observed,0.2863462613562835,0.005397339338381408
psnr,17.281510574940352,0.04779160669488303
rmse_corrupted_entries,1.5119963947318185,0.003622222730481694
rmse_clean_entries,0.2804150737294928,0.0037217833721605942
seed,2.0,1.5811388300841898
