metric,mean,std
rmse_all_observed,0.41740817698877325,0.0014517079260484708
mae_all_observed,0.1750126596978664,0.003171241550415018
psnr,19.630022774852698,0.03019529791564985
rmse_corrupted_entries,1.700571712789925,0.013367084460293844
rmse_clean_entries,0.17522234667309627,0.004194507331252707
seed,2.0,1.5811388300841898
