rmse_all_observed,mae_all_observed,psnr,rmse_corrupted_entries,rmse_clean_entries,seed
0.41666913214200607,0.17535739411635953,19.645373265311335,1.6962814807630993,0.17410310073191412,0
0.41952669724931574,0.17693482846920477,19.586007765260778,1.707345614564268,0.1728104333246969,1
0.41772345123268245,0.17462286022862727,19.62342267677256,1.7137309375939902,0.1706456617823215,2
0.41559643133385776,0.1699208070740592,19.66776363300792,1.6794290666311091,0.1814546760156926,3
0.41752517298600395,0.17822740860108124,19.627546533910884,1.706071464397157,0.1770978615108562,4
