sigma,MSE,MSE_Corrupted,MSE_Clean,PSNR,RMSE,RMSE_Corrupted,RMSE_Clean,NRMSE,MAE
0.05,0.13207587575995647,1.2224012562468183,0.07445318543916156,22.771165096124694,0.3634224480683004,1.1056225650043592,0.2728611101625909,0.07268448961366007,0.11067709826338452
0.1,0.19003271470696653,1.2334885480096875,0.07450002752559545,21.191116361735077,0.4359274190813954,1.1106252959525493,0.27294693170210843,0.08718548381627908,0.14654949996637526
0.2,0.308504731217448,1.246956611314582,0.07471278652771202,19.08678179927171,0.5554320221390264,1.116672114505678,0.27333639810261645,0.11108640442780529,0.2205100116968238
