sigma,MSE,MSE_Corrupted,MSE_Clean,PSNR_mean,PSNR_std,RMSE_mean,RMSE_std,RMSE_Corrupted,RMSE_Clean,NRMSE,MAE_mean,MAE_std
0.05,0.2947737012785291,2.0330976279531034,0.20350193888939513,17.3463638721194,0.02360249404067406,0.542929052262435,0.0014771120230985917,1.4258348989019456,0.45110681114832935,0.13573226306560876,0.3840069116968693,0.001433603600739435
0.1,0.4327893597690783,3.1525122162522115,0.13071945381478986,15.678461283407106,0.017190478910248986,0.6578662511622572,0.0013016099628226925,1.7755274363269418,0.3615494862772472,0.1644665627905643,0.3966767979909277,0.0009068117724474178
0.2,0.8668730289952504,4.232502331630206,0.02584766810003148,12.66165013805363,0.007528406800016497,0.9310598841436677,0.0008071041060596634,2.0573035652618614,0.16071900213234347,0.23276497103591692,0.4574613056778444,0.002529423185140187
