rmse,mae,psnr,seed
0.9895691622897552,0.8063428782455266,12.132276766249273,0
0.9895683309818589,0.8063408436415194,12.1322840630123,1
0.9895684235589653,0.8063396495432474,12.132283250421125,2
0.9895680653194711,0.8063440831376972,12.132286394851768,3
0.9895685010222554,0.8063394616494546,12.132282570490819,4
