image,missing_fraction,NRMSE,PSNR
0052.png,0.2,0.027220442365988494,31.30209642501466
0053.png,0.2,0.012550735612093447,38.026616379418996
0054.png,0.2,0.012249432502345491,38.23768062077892
0055.png,0.2,0.017280614640264147,35.24881629023531
0056.png,0.2,0.0197073684564851,34.10742727202445
0057.png,0.2,0.03958092769811692,28.05028062025213
0058.png,0.2,0.015940394985592063,35.950018429265185
0059.png,0.2,0.012541467794498431,38.03303265487892
0060.png,0.2,0.01220422968311706,38.269792550956964
0061.png,0.2,0.010121014217207399,39.895519301571824
0062.png,0.2,0.013487241311667853,37.40153744190647
0063.png,0.2,0.008299088028884311,41.61939257605386
0064.png,0.2,0.017351605344534816,35.213206774787295
0065.png,0.2,0.022148890443691515,33.09296050055797
0066.png,0.2,0.015512648992883571,36.186280684914806
0067.png,0.2,0.0329407838104383,29.645321424212785
0000.png,0.4,0.011088693619489191,39.10239231825454
0001.png,0.4,0.019270888088824822,34.30196541297427
0002.png,0.4,0.016354775049081078,35.72710849958422
0003.png,0.4,0.029919992019472322,30.480770532929327
0004.png,0.4,0.02686467972340248,31.416366653134563
0005.png,0.4,0.03063483456413205,30.2756892125185
0006.png,0.4,0.040171890426512535,27.92155461132873
0007.png,0.4,0.057232134685627815,24.847201103184986
0008.png,0.4,0.03821547308591319,28.355215194520177
0009.png,0.4,0.03894442753256027,28.191093514639146
0010.png,0.4,0.043039896655406036,27.32257560280025
0011.png,0.4,0.02332947491082511,32.64190071996506
0012.png,0.4,0.035241871098840874,29.05882083248164
0013.png,0.4,0.023550179515561962,32.56011556066277
0014.png,0.4,0.03097353460811899,30.180184628279093
0015.png,0.4,0.037629830486482024,28.489354761400367
0016.png,0.4,0.023613639669345425,32.536741362629314
0017.png,0.4,0.013804925637116742,37.19931856858105
0018.png,0.4,0.03327082721697636,29.55872802151623
0019.png,0.4,0.020797956093990284,33.63958685912658
0020.png,0.4,0.01930660905711823,34.28587994864976
0021.png,0.4,0.038099527803010375,28.38160813678566
0022.png,0.4,0.04048198128703263,27.854764804309596
0023.png,0.4,0.01666361505869131,35.56461550909048
